tweet,topic
"Politics is one of like 3 things that makes me happy while in law school, so I’m currently in line to see Elizabeth… https://t.co/8qcCwNcwno",1
RT @JKLDNMAD: @LeaveMnsLeave World War 2 veterans supported remaining in the #EU because they say what extremist nationalists did to Europe…,1
"RT @EternalEnglish: Our leader. God, we're in trouble! 

https://t.co/FkzYhj1HKv",1
"RT @AIIAmericanGirI: U.S. Attorneys Prosecute 110.5K Illegals in 2019, Highest Level in History https://t.co/CxuGEikEhB @BreitbartNews #AAG…",1
"RT @SKYRIDER4538: “The tragedy of life is not found in failure but complacency”. 

This applies to everything in your life. You job, your g…",1
RT @Freedom4Horses: Deep Dive into Flawed Wild Horse Federal Removal Plan https://t.co/lSHlU1zyRQ #wildhorses #horses #mustangs #animals #A…,1
"RT @NewsCorpse: @realDonaldTrump @RTErdogan And let's not forget that Trump is lying grifter out for his own interests - not America's.

Th…",1
"RT @bykowicz: “Still unclear is why these men dropped $50,000 into DeSantis’ campaign account a day before he was endorsed by Trump.” https…",1
"RT @Susan_Hennessey: The entire premise of ""at cost"" being distinct from ""profits"" has been an absurd fiction since the very first day Trum…",1
RT @thebiasbitch: White people have the luxury to not care about politics because they don’t HAVE to.  It’s more than a disagreement when t…,1
RT @hollowsceneexit: Hillary Clinton is the most toxic person in politics and beyond. I think she is responsible for every evil shit that h…,1
"RT @WWLTV: First runoff poll puts Edwards, Rispone in dead heat for governor https://t.co/4ObLN4kmaF",1
RT @DavidCornDC: I'm re-upping a piece I wrote explaining just how crazy the DNC server conspiracy theory at the heart of the Trump-Ukraine…,1
"RT @Sime0nStylites: 9. This is grown-up politics. 

All MPs should vote for the Letwin amendment. 

/ends.",1
"RT @ipatch169: Most traveled  PM in our history  for the first 12 months he’d rather be anywhere than in Australia ! 

Scott Morrison jet-s…",1
"RT @mgrant76308: ***BREAKING***

https://t.co/SDsh7ZOoJb",1
RT @DrDenaGrayson: 🚨BREAKING: @TB_Times found photos of @GovRonDeSantis HUGGING Giuliani’s 2 Soviet-born #Ukrainegate henchmen on election…,1
"Sarfaraz Ahmed 👍❤
Misbah-ul-Haq 👎
#Sarfaraz #SarfrazAhmed #PakistanCricket #politics #MisbahulHaq",1
RT @JaneCaro: @10NewsFirst @vanOnselenP The Trump school of politics. Lie as much as you like. Your supporters know it’s a lie but they can…,1
@realdonaldtrump your Tweet was quoted in an article by @ABC  https://t.co/8wTn38kroc,1
"RT @PaulySigh: My handsome Barry — a rescue — wants you to vote Monday like your life depends on it and then Tuesday, whatever the outcome,…",1
"RT @kylegriffin1: As she emerged from the Gordon Sondland deposition, Rep. Debbie Wasserman Schultz said, ""I'm concerned that he has been l…",1
"RT @Fahrenthold: NEW: White House says @realdonaldtrump will only charge “at cost” to host the G-7 summit at his resort, but provides no de…",1
RT @MelissaJPeltier: Traitors among us: https://t.co/wHC2B73Dfq,1
"RT @CampaignLegal: Census officials in Montana are concerned that a ""census lookalike"" fundraiser from the RNC might confuse residents. ""We…",1
RT @Keir_Starmer: You only have to look at how Boris Johnson has treated the DUP to tell he cannot be trusted. He will turn his back on any…,1
"RT @Fahrenthold: NEW: White House says @realdonaldtrump will only charge “at cost” to host the G-7 summit at his resort, but provides no de…",1
RT @Imamofpeace: 'Christians Are the Most Persecuted ...and It's Accelerating’ https://t.co/IgyrdRNVBp,1
RT @tpollyannas: Opinion: Elizabeth Warren and Bernie Sanders couldn't be more different — and the Squad know it https://t.co/4YFlw3ZUyv,1
RT @Keir_Starmer: You only have to look at how Boris Johnson has treated the DUP to tell he cannot be trusted. He will turn his back on any…,1
"RT @IanSams: Proud to work with @keenenGeter, whose warm words about his relationship with Elijah Cummings in this @baltimoresun piece are…",1
"RT @john_sipher: Upon taking office, new NATO Secretary General Rasmussen met Putin and stated his goal was to increase cooperation with Ru…",1
"RT @DonaldJTrumpJr: Interesting, and of course not surprising! 

Diplomat tells investigators he raised alarms in 2015 about Hunter Biden’s…",1
RT @AlexandraChalup: Florida Governor Ron DeSantis seems close with Giuliani’s indicted foreign colleagues who are in the center of the imp…,1
"Tony Blair was not straight with UK over Iraq war, says Chilcot – video https://t.co/OwUEVaAKzd",1
"RT @ObsoleteDogma: The EU believes in human rights, democracy, and is a bulwark against Russia, so of course Trump wants to destroy it http…",1
RT @AlexandraChalup: Florida Governor Ron DeSantis seems close with Giuliani’s indicted foreign colleagues who are in the center of the imp…,1
"RT @AmericanVotesUS: -FLASHBACK-

SECRET EMPIRES: Joe Biden’s Son’s Firm Struck Billion-Dollar Deal with the Chinese Government 10 Days Aft…",1
"RT @chermar81: @mog7546 If you’re into politics, drop Facebook, you’ll never get a true picture of political ads and ideas. Zucky is out fo…",1
"RT @greta: Since I read so many news reports about it, I just watched (carefully) yesterday’s Mulvaney press conference....how one interpre…",1
RT @realDonaldTrump: “Ukrainian President Volodymyr Zelensky told reporters Thursday his controversial July call with President Trump invol…,1
Romney is a pathetic sore loser👎,1
RT @TheRealYoG: White House instructed Tillerson/EXXON big oil gang member to leave untouched the $3 Billion payment to Israel https://t.co…,1
"RT @WordswithSteph: “The power of the people is much stronger than the people in power.”

Impeachment is too important to leave to Congress…",1
"RT @sbg1: There are many outrages, but this one is arguably the biggest yet: Trump awarding the G-7 to his own resort. Self-dealing on an e…",1
"RT @KevinCate: 🚨 “This begs further inquiry.” 🚨

""Ukrainian businessmen don’t give [Ron DeSantis] $50,000 because they support his Everglad…",1
RT @kylegriffin1: Clinton suggested the Russians are leveraging a number of top U.S. politicians. She suggested Russia had kompromat on Tru…,1
RT @joswinson: The ERG think that this deal is a route to crashing out with no-deal further down the line. Voting for it tomorrow could del…,1
"RT @ShawnInArizona: Forget about the Kurds being slaughtered

Let's all feel bad for the real victim here, poor little Mike Pompeo
https://…",1
RT @thebiasbitch: White people have the luxury to not care about politics because they don’t HAVE to.  It’s more than a disagreement when t…,1
"RT @Fahrenthold: NEW: White House says @realdonaldtrump will only charge “at cost” to host the G-7 summit at his resort, but provides no de…",1
RT @Lawsome_: Butts is having a Twitter meltdown this am over the Obama endorsement 🤷‍♀️ https://t.co/I9gu8OAFIr,1
"RT @Fahrenthold: NEW: White House says @realdonaldtrump will only charge “at cost” to host the G-7 summit at his resort, but provides no de…",1
RT @davidfrum: Doesn’t the “host” pay costs for the “guests”? Trump’s not “hosting.” He’s collecting. Better headline: “US To Pay Trump Res…,1
"RT @DrFrancesRyan: No matter where you stand on Brexit, honestly embarrassing for Onn to describe Labour MPs voting for Johnson’s deal as “…",1
"RT @ShawnInArizona: Forget about the Kurds being slaughtered

Let's all feel bad for the real victim here, poor little Mike Pompeo
https://…",1
"For folk in Scotland - Labour are split enabling a Tory Brexit with all the consequences re jobs, public services a… https://t.co/1ZiweyVe5d",1
RT @mattyglesias: This is a meaningless concept when we’re talking about a failing resort during the low season. https://t.co/Mfd3t686aI,1
RT @dmitry_gordon: Катар заинтересовался проектами по переработке мусора в Украине https://t.co/wzWnpqJPNN,1
Just watched this awful interview from @bbclaurak w/ @BorisJohnson. Title from the BBC is “grilled” but this was an… https://t.co/Ba0peA1yZ9,1
"RT @DrNealHouston: Hillary Clinton floats conspiracy that Tulsi Gabbard is being 'groomed' by Russians

https://t.co/Umsv6oXnVI",1
RT @bern_identity: ✊ @BernieSanders is the ONLY candidate that can be trusted to do what he says he's going to do once he wins the nominati…,1
"RT @Fahrenthold: NEW: White House says @realdonaldtrump will only charge “at cost” to host the G-7 summit at his resort, but provides no de…",1
"RT @BarbaraBollier: I announced my campaign for US Senate yesterday and I can't tell you how incredible it's been to hear from friends, nei…",1
"RT @Susan_Hennessey: The problem is that if Trump openly engages in brazen corruption and self-dealing, and gets away with it, that makes h…",1
Based,1
"RT @HJJoyceEcon: This is perhaps the most offensive definition of Woman imaginable, as well as perhaps the most stupid. How are we meant to…",1
"RT @Fahrenthold: NEW: White House says @realdonaldtrump will only charge “at cost” to host the G-7 summit at his resort, but provides no de…",1
RT @DonaldJTrumpJr: Of course he did. You knew it was coming folks. Just another setup. https://t.co/XPqBhY0NV2,1
RT @ECMcLaughlin: Oh. https://t.co/48lLHZ2Unp,1
@realdonaldtrump your Tweet was quoted in an article by @nytimes  https://t.co/VFkfwvxBHR,1
"RT @MitchLandrieu: Saddened by the loss of Rep. Elijah Cummings.  In his  pursuit of justice and truth, his career was the embodiment of tr…",1
When Hee Mouth Is Glued,1
RT @Franktmcveety: Let’s not forget this one along with veterans asking for me more that the Liberals could give. Ottawa spent $110K in leg…,1
"RT @CREWcrew: ""The Trump Organization on Thursday said it was 'honored' to have been chosen by its owner, the president, for this event.""
h…",1
Scalise seeking rules change to open up committees' proceedings https://t.co/VuAEhiqpfL,1
"RT @KeeleUniversity: Keele is ranked in the Top 3 in England for politics, behind only Oxford and Cambridge. 🎉 (Guardian University Guide 2…",1
RT @stephenkb: The parliamentary tendencies that will decide whether Boris Johnson passes his deal - and why I now think that his deal WILL…,1
RT @brithume: This from a woman who used to complain about the politics of personal destruction. https://t.co/Q2OLSRrl6e,1
RT @brianschatz: I don’t know much about politics but I guess I thought freeing ISIS fighters would be disqualifying for a candidate.,1
"RT @Gypsy_Spirit311: @TruthHammer888 #Q is Very Real says #RetiredGeneralValley
#QAnon 
#QArmy 
https://t.co/nRHtElBUL9
@Gypsy_Spirit311 @r…",1
RT @JRubinBlogger: a growing body of evidence makes clear it was Trump himself who repeatedly pushed his own government and a foreign power…,1
RT @MollyJongFast: Ron Desantis with guys who are in jail now. https://t.co/d2RtbBzWQz,1
"RT @bentaub91: ""At one dinner party, Mr. Sondland said his job was 'to destroy the European Union,' one senior European official said."" htt…",1
RT @ccpecknold: Senator Rubio is right. If we do not begin thinking about how politics can order itself to serve a foundational view of mar…,1
"RT @PeterStefanovi2: Man sacked twice for lying, who misled the Queen &amp; unlawfully suspended Parliament asks us to believe him when he says…",1
RT @thebiasbitch: White people have the luxury to not care about politics because they don’t HAVE to.  It’s more than a disagreement when t…,1
"Pay attention, friends. 🙃",1
RT @RobertFife: Liberal MP involved in cannabis start-up did not publicly disclose involvement #elxn43 #cdnpoli  https://t.co/c35LPtJhX4,1
RT @Keir_Starmer: You only have to look at how Boris Johnson has treated the DUP to tell he cannot be trusted. He will turn his back on any…,1
"RT @Susan_Hennessey: The entire premise of ""at cost"" being distinct from ""profits"" has been an absurd fiction since the very first day Trum…",1
"RT @bykowicz: “Still unclear is why these men dropped $50,000 into DeSantis’ campaign account a day before he was endorsed by Trump.” https…",1
RT @jbouie: buttigieg’ s turn toward aggressive attacks on anyone left of joe biden might attract some support but is also confirmation of…,1
RT @Keir_Starmer: You only have to look at how Boris Johnson has treated the DUP to tell he cannot be trusted. He will turn his back on any…,1
RT @DrDenaGrayson: 🚨BREAKING: @TB_Times found photos of @GovRonDeSantis HUGGING Giuliani’s 2 Soviet-born #Ukrainegate henchmen on election…,1
